time_sec,dual_bound,objective_value,gap_pct,raw_line,objective_value_ffill,gap_pct_ffill,delta_objective,delta_gap,time_min
3.0,204439.0,204251.9,0.09,  3.0s|     1 |     0 |   634 |     - |   241M |   0 |  18k| 728 | 583 |   0 |  0 | 145 |   0 | 2.044390e+05 | 2.042519e+05 |   0.09%| unknown,204251.9,0.09,0.0,0.0,0.05
3.0,204439.0,204251.9,0.09,  3.0s|     1 |     0 |   634 |     - |   241M |   0 |  18k| 728 | 361 |   0 |  0 | 145 |   0 | 2.044390e+05 | 2.042519e+05 |   0.09%| unknown,204251.9,0.09,0.0,0.0,0.05
3.0,204439.0,204251.9,0.09,  3.0s|     1 |     0 |   681 |     - |   249M |   0 |  18k| 728 | 368 |   7 |  1 | 145 |   0 | 2.044390e+05 | 2.042519e+05 |   0.09%| unknown,204251.9,0.09,0.0,0.0,0.05
3.0,204439.0,204251.9,0.09,  3.0s|     1 |     0 |   722 |     - |   250M |   0 |  18k| 728 | 375 |  14 |  2 | 145 |   0 | 2.044390e+05 | 2.042519e+05 |   0.09%| unknown,204251.9,0.09,0.0,0.0,0.05
3.0,204438.9,204251.9,0.09,  3.0s|     1 |     0 |   846 |     - |   251M |   0 |  18k| 728 | 383 |  22 |  3 | 145 |   0 | 2.044389e+05 | 2.042519e+05 |   0.09%| unknown,204251.9,0.09,0.0,0.0,0.05
3.0,204438.8,204251.9,0.09,  3.0s|     1 |     0 |   944 |     - |   253M |   0 |  18k| 728 | 392 |  31 |  4 | 145 |   0 | 2.044388e+05 | 2.042519e+05 |   0.09%| unknown,204251.9,0.09,0.0,0.0,0.05
3.0,204438.8,204251.9,0.09,  3.0s|     1 |     0 |   944 |     - |   253M |   0 |  18k| 728 | 392 |  31 |  4 | 145 |   0 | 2.044388e+05 | 2.042519e+05 |   0.09%| unknown,204251.9,0.09,0.0,0.0,0.05
4.0,204438.7,204251.9,0.09,  4.0s|     1 |     0 |  1035 |     - |   255M |   0 |  18k| 728 | 400 |  39 |  5 | 145 |   0 | 2.044387e+05 | 2.042519e+05 |   0.09%| unknown,204251.9,0.09,0.0,0.0,0.06666666666666667
4.0,204438.7,204251.9,0.09,  4.0s|     1 |     0 |  1117 |     - |   257M |   0 |  18k| 728 | 408 |  47 |  6 | 145 |   0 | 2.044387e+05 | 2.042519e+05 |   0.09%| unknown,204251.9,0.09,0.0,0.0,0.06666666666666667
4.0,204438.6,204251.9,0.09,  4.0s|     1 |     0 |  1185 |     - |   258M |   0 |  18k| 728 | 416 |  55 |  7 | 145 |   0 | 2.044386e+05 | 2.042519e+05 |   0.09%| unknown,204251.9,0.09,0.0,0.0,0.06666666666666667
4.0,204438.6,204251.9,0.09,  4.0s|     1 |     0 |  1230 |     - |   259M |   0 |  18k| 728 | 423 |  62 |  8 | 145 |   0 | 2.044386e+05 | 2.042519e+05 |   0.09%| unknown,204251.9,0.09,0.0,0.0,0.06666666666666667
4.0,204438.6,204251.9,0.09,  4.0s|     1 |     0 |  1279 |     - |   260M |   0 |  18k| 728 | 430 |  69 |  9 | 145 |   0 | 2.044386e+05 | 2.042519e+05 |   0.09%| unknown,204251.9,0.09,0.0,0.0,0.06666666666666667
5.0,204438.6,204251.9,0.09,  5.0s|     1 |     0 |  1333 |     - |   260M |   0 |  18k| 728 | 437 |  76 | 10 | 145 |   0 | 2.044386e+05 | 2.042519e+05 |   0.09%| unknown,204251.9,0.09,0.0,0.0,0.08333333333333333
5.0,204438.6,204251.9,0.09,  5.0s|     1 |     0 |  1370 |     - |   260M |   0 |  18k| 728 | 443 |  84 | 11 | 145 |   0 | 2.044386e+05 | 2.042519e+05 |   0.09%| unknown,204251.9,0.09,0.0,0.0,0.08333333333333333
11.0,204438.1,204251.9,0.09, 11.0s|     1 |     0 |  3491 |     - |   267M |   0 |  18k| 521 | 443 |  84 | 11 | 160 |  41 | 2.044381e+05 | 2.042519e+05 |   0.09%| unknown,204251.9,0.09,0.0,0.0,0.18333333333333332
12.0,204438.1,204251.9,0.09, 12.0s|     1 |     0 |  3526 |     - |   267M |   0 |  18k| 521 | 451 |  92 | 12 | 160 |  41 | 2.044381e+05 | 2.042519e+05 |   0.09%| unknown,204251.9,0.09,0.0,0.0,0.2
12.0,204437.2,204251.9,0.09, 12.0s|     1 |     0 |  3657 |     - |   267M |   0 |  18k| 521 | 445 |  96 | 13 | 160 |  41 | 2.044372e+05 | 2.042519e+05 |   0.09%| unknown,204251.9,0.09,0.0,0.0,0.2
12.0,204437.2,204251.9,0.09, 12.0s|     1 |     0 |  3657 |     - |   267M |   0 |  18k| 521 | 444 |  96 | 13 | 160 |  41 | 2.044372e+05 | 2.042519e+05 |   0.09%| unknown,204251.9,0.09,0.0,0.0,0.2
13.0,204437.2,204251.9,0.09, 13.0s|     1 |     2 |  3658 |     - |   267M |   0 |  18k| 521 | 444 |  96 | 13 | 160 |  60 | 2.044372e+05 | 2.042519e+05 |   0.09%| unknown,204251.9,0.09,0.0,0.0,0.21666666666666667
85.0,204428.8,204251.9,0.09, 85.0s|   100 |    81 | 18490 | 171.0 |   347M |  18 |  18k| 517 | 384 | 735 |  1 | 168 |2785 | 2.044288e+05 | 2.042519e+05 |   0.09%|  23.48%,204251.9,0.09,0.0,0.0,1.4166666666666667
