time_sec,dual_bound,objective_value,gap_pct,raw_line,objective_value_ffill,gap_pct_ffill,delta_objective,delta_gap,time_min
16.0,615774.5,610666.4,0.84, 16.0s|     1 |     0 | 18609 |     - |   666M |   0 |  60k|1244 |1241 |   0 |  0 |   3 |   0 | 6.157745e+05 | 6.106664e+05 |   0.84%| unknown,610666.4,0.84,0.0,0.0,0.26666666666666666
18.0,615774.5,610666.4,0.84, 18.0s|     1 |     0 | 19390 |     - |   700M |   0 |  60k|1244 |1282 |  41 |  1 |   3 |   0 | 6.157745e+05 | 6.106664e+05 |   0.84%| unknown,610666.4,0.84,0.0,0.0,0.3
19.0,615774.5,610666.4,0.84, 19.0s|     1 |     0 | 20020 |     - |   710M |   0 |  60k|1244 |1320 |  79 |  2 |   3 |   0 | 6.157745e+05 | 6.106664e+05 |   0.84%| unknown,610666.4,0.84,0.0,0.0,0.31666666666666665
21.0,615774.5,610666.4,0.84, 21.0s|     1 |     0 | 20910 |     - |   717M |   0 |  60k|1244 |1361 | 120 |  3 |   3 |   0 | 6.157745e+05 | 6.106664e+05 |   0.84%| unknown,610666.4,0.84,0.0,0.0,0.35
23.0,615774.5,610666.4,0.84, 23.0s|     1 |     0 | 22338 |     - |   727M |   0 |  60k|1244 |1400 | 159 |  4 |   3 |   0 | 6.157745e+05 | 6.106664e+05 |   0.84%| unknown,610666.4,0.84,0.0,0.0,0.38333333333333336
25.0,615774.5,610666.4,0.84, 25.0s|     1 |     0 | 23701 |     - |   732M |   0 |  60k|1244 |1433 | 192 |  5 |   3 |   0 | 6.157745e+05 | 6.106664e+05 |   0.84%| unknown,610666.4,0.84,0.0,0.0,0.4166666666666667
28.0,615774.5,610666.4,0.84, 28.0s|     1 |     0 | 24905 |     - |   737M |   0 |  60k|1244 |1468 | 227 |  6 |   3 |   0 | 6.157745e+05 | 6.106664e+05 |   0.84%| unknown,610666.4,0.84,0.0,0.0,0.4666666666666667
31.0,615774.5,610666.4,0.84, 31.0s|     1 |     0 | 26322 |     - |   742M |   0 |  60k|1244 |1499 | 258 |  7 |   3 |   0 | 6.157745e+05 | 6.106664e+05 |   0.84%| unknown,610666.4,0.84,0.0,0.0,0.5166666666666667
34.0,615774.5,610666.4,0.84, 34.0s|     1 |     0 | 27671 |     - |   747M |   0 |  60k|1244 |1530 | 289 |  8 |   3 |   0 | 6.157745e+05 | 6.106664e+05 |   0.84%| unknown,610666.4,0.84,0.0,0.0,0.5666666666666667
37.0,615774.5,610666.4,0.84, 37.0s|     1 |     0 | 29869 |     - |   750M |   0 |  60k|1244 |1560 | 319 |  9 |   3 |   0 | 6.157745e+05 | 6.106664e+05 |   0.84%| unknown,610666.4,0.84,0.0,0.0,0.6166666666666667
40.0,615774.5,610666.4,0.84, 40.0s|     1 |     0 | 31402 |     - |   751M |   0 |  60k|1244 |1590 | 349 | 10 |   3 |   0 | 6.157745e+05 | 6.106664e+05 |   0.84%| unknown,610666.4,0.84,0.0,0.0,0.6666666666666666
43.0,615774.5,610666.4,0.84, 43.0s|     1 |     0 | 32513 |     - |   756M |   0 |  60k|1244 |1606 | 379 | 11 |   3 |   0 | 6.157745e+05 | 6.106664e+05 |   0.84%| unknown,610666.4,0.84,0.0,0.0,0.7166666666666667
114.0,615774.5,610666.4,0.84,  114s|     1 |     0 | 74107 |     - |   773M |   0 |  60k|1330 |1606 | 379 | 11 |  90 |  20 | 6.157745e+05 | 6.106664e+05 |   0.84%| unknown,610666.4,0.84,0.0,0.0,1.9
117.0,615774.5,610666.4,0.84,  117s|     1 |     0 | 75514 |     - |   777M |   0 |  60k|1330 |1637 | 410 | 12 |  90 |  20 | 6.157745e+05 | 6.106664e+05 |   0.84%| unknown,610666.4,0.84,0.0,0.0,1.95
119.0,615774.5,610666.4,0.84,  119s|     1 |     0 | 76429 |     - |   777M |   0 |  60k|1330 |1667 | 440 | 13 |  90 |  20 | 6.157745e+05 | 6.106664e+05 |   0.84%| unknown,610666.4,0.84,0.0,0.0,1.9833333333333334
139.0,615774.5,610666.4,0.84,  139s|     1 |     0 | 76444 |     - |   777M |   0 |  60k|1329 |1667 | 440 | 13 |  90 |  46 | 6.157745e+05 | 6.106664e+05 |   0.84%| unknown,610666.4,0.84,0.0,0.0,2.316666666666667
142.0,615774.5,610666.4,0.84,  142s|     1 |     0 | 78312 |     - |   779M |   0 |  60k|1329 |1697 | 470 | 14 |  90 |  46 | 6.157745e+05 | 6.106664e+05 |   0.84%| unknown,610666.4,0.84,0.0,0.0,2.3666666666666667
143.0,615774.5,610666.4,0.84,  143s|     1 |     0 | 78627 |     - |   780M |   0 |  60k|1329 |1726 | 499 | 15 |  90 |  46 | 6.157745e+05 | 6.106664e+05 |   0.84%| unknown,610666.4,0.84,0.0,0.0,2.3833333333333333
170.0,615774.5,610666.4,0.84,  170s|     1 |     2 | 78628 |     - |   780M |   0 |  60k|1328 |1726 | 499 | 15 |  90 |  85 | 6.157745e+05 | 6.106664e+05 |   0.84%| unknown,610666.4,0.84,0.0,0.0,2.8333333333333335
