time_sec,dual_bound,objective_value,gap_pct,raw_line,objective_value_ffill,gap_pct_ffill,delta_objective,delta_gap,time_min
2.0,137974.3,,inf,  2.0s|     1 |     0 |   227 |     - |   168M |   0 |  12k| 642 | 489 |   0 |  0 | 153 |   0 | 1.379743e+05 |      --      |    Inf | unknown,,,0.0,0.0,0.03333333333333333
2.0,137974.3,,inf,  2.0s|     1 |     0 |   309 |     - |   175M |   0 |  12k| 642 | 495 |   6 |  1 | 153 |   0 | 1.379743e+05 |      --      |    Inf | unknown,,,0.0,0.0,0.03333333333333333
2.0,137973.7,,inf,  2.0s|     1 |     0 |   338 |     - |   177M |   0 |  12k| 642 | 502 |  13 |  2 | 153 |   0 | 1.379737e+05 |      --      |    Inf | unknown,,,0.0,0.0,0.03333333333333333
2.0,137973.7,122401.6,12.72,r 2.0s|     1 |     0 |   338 |     - |shifting|   0 |  12k| 642 | 502 |  13 |  2 | 153 |   0 | 1.379737e+05 | 1.224016e+05 |  12.72%| unknown,122401.6,12.72,0.0,0.0,0.03333333333333333
2.0,137973.7,122401.6,12.72,  2.0s|     1 |     0 |   352 |     - |   177M |   0 |  12k| 642 | 508 |  19 |  3 | 153 |   0 | 1.379737e+05 | 1.224016e+05 |  12.72%| unknown,122401.6,12.72,0.0,0.0,0.03333333333333333
2.0,137973.7,135201.2,2.05,i 2.0s|     1 |     0 |   352 |     - |  oneopt|   0 |  12k| 642 | 508 |  19 |  3 | 153 |   0 | 1.379737e+05 | 1.352012e+05 |   2.05%| unknown,135201.2,2.05,12799.600000000006,-10.670000000000002,0.03333333333333333
2.0,137973.5,135201.2,2.05,  2.0s|     1 |     0 |   407 |     - |   178M |   0 |  12k| 642 | 514 |  25 |  4 | 153 |   0 | 1.379735e+05 | 1.352012e+05 |   2.05%| unknown,135201.2,2.05,0.0,0.0,0.03333333333333333
2.0,137973.4,135201.2,2.05,  2.0s|     1 |     0 |   424 |     - |   182M |   0 |  12k| 642 | 520 |  31 |  5 | 153 |   0 | 1.379734e+05 | 1.352012e+05 |   2.05%| unknown,135201.2,2.05,0.0,0.0,0.03333333333333333
2.0,137973.3,135201.2,2.05,  2.0s|     1 |     0 |   440 |     - |   185M |   0 |  12k| 642 | 527 |  38 |  6 | 153 |   0 | 1.379733e+05 | 1.352012e+05 |   2.05%| unknown,135201.2,2.05,0.0,0.0,0.03333333333333333
3.0,137973.3,135201.2,2.05,  3.0s|     1 |     0 |   476 |     - |   188M |   0 |  12k| 642 | 533 |  44 |  7 | 153 |   0 | 1.379733e+05 | 1.352012e+05 |   2.05%| unknown,135201.2,2.05,0.0,0.0,0.05
3.0,137973.3,135201.2,2.05,  3.0s|     1 |     0 |   489 |     - |   189M |   0 |  12k| 642 | 540 |  51 |  8 | 153 |   0 | 1.379733e+05 | 1.352012e+05 |   2.05%| unknown,135201.2,2.05,0.0,0.0,0.05
3.0,137973.3,135201.2,2.05,  3.0s|     1 |     0 |   510 |     - |   190M |   0 |  12k| 642 | 547 |  58 |  9 | 153 |   0 | 1.379733e+05 | 1.352012e+05 |   2.05%| unknown,135201.2,2.05,0.0,0.0,0.05
3.0,137973.2,135201.2,2.05,  3.0s|     1 |     0 |   613 |     - |   191M |   0 |  12k| 642 | 553 |  64 | 10 | 153 |   0 | 1.379732e+05 | 1.352012e+05 |   2.05%| unknown,135201.2,2.05,0.0,0.0,0.05
3.0,137973.2,135201.2,2.05,  3.0s|     1 |     0 |   673 |     - |   193M |   0 |  12k| 642 | 559 |  70 | 11 | 153 |   0 | 1.379732e+05 | 1.352012e+05 |   2.05%| unknown,135201.2,2.05,0.0,0.0,0.05
4.0,137973.2,135271.7,2.0,L 4.0s|     1 |     0 |  1946 |     - |    alns|   0 |  12k| 680 | 559 |  70 | 11 | 191 |   0 | 1.379732e+05 | 1.352717e+05 |   2.00%| unknown,135271.7,2.0,70.5,-0.04999999999999982,0.06666666666666667
4.0,137973.2,135281.3,1.99,L 4.0s|     1 |     0 |  1946 |     - |    alns|   0 |  12k| 680 | 559 |  70 | 11 | 191 |   0 | 1.379732e+05 | 1.352813e+05 |   1.99%| unknown,135281.3,1.99,9.599999999976717,-0.010000000000000009,0.06666666666666667
4.0,137973.2,135330.0,1.95,L 4.0s|     1 |     0 |  1946 |     - |    alns|   0 |  12k| 680 | 559 |  70 | 11 | 191 |   0 | 1.379732e+05 | 1.353300e+05 |   1.95%| unknown,135330.0,1.95,48.70000000001164,-0.040000000000000036,0.06666666666666667
4.0,137973.2,135330.0,1.95,  4.0s|     1 |     0 |  1946 |     - |   194M |   0 |  12k| 680 | 559 |  70 | 11 | 191 |   0 | 1.379732e+05 | 1.353300e+05 |   1.95%| unknown,135330.0,1.95,0.0,0.0,0.06666666666666667
4.0,137973.2,136807.6,0.85,i 4.0s|     1 |     0 |  1946 |     - |  oneopt|   0 |  12k| 680 | 559 |  70 | 11 | 191 |   0 | 1.379732e+05 | 1.368076e+05 |   0.85%| unknown,136807.6,0.85,1477.6000000000058,-1.1,0.06666666666666667
4.0,137973.2,136807.6,0.85,  4.0s|     1 |     0 |  1978 |     - |   194M |   0 |  12k| 680 | 565 |  76 | 12 | 191 |   0 | 1.379732e+05 | 1.368076e+05 |   0.85%| unknown,136807.6,0.85,0.0,0.0,0.06666666666666667
4.0,137973.2,136807.6,0.85,  4.0s|     1 |     0 |  1978 |     - |   194M |   0 |  12k| 680 | 563 |  76 | 12 | 191 |   0 | 1.379732e+05 | 1.368076e+05 |   0.85%| unknown,136807.6,0.85,0.0,0.0,0.06666666666666667
5.0,137973.2,136807.6,0.85,  5.0s|     1 |     0 |  2012 |     - |   194M |   0 |  12k| 680 | 568 |  81 | 13 | 191 |   0 | 1.379732e+05 | 1.368076e+05 |   0.85%| unknown,136807.6,0.85,0.0,0.0,0.08333333333333333
8.0,137971.8,136807.6,0.85,  8.0s|     1 |     2 |  2012 |     - |   194M |   0 |  12k| 678 | 568 |  81 | 13 | 191 |  39 | 1.379718e+05 | 1.368076e+05 |   0.85%| unknown,136807.6,0.85,0.0,0.0,0.13333333333333333
44.0,137971.0,136807.6,0.85, 44.0s|   100 |    91 | 13987 | 133.8 |   257M |  21 |  12k| 693 | 534 | 292 |  2 | 210 |1817 | 1.379710e+05 | 1.368076e+05 |   0.85%|   2.48%,136807.6,0.85,0.0,0.0,0.7333333333333333
